id,title_original,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
OPW_0103,ب‍ارون‌ م‍ی‌آد، ش‍رش‍ر,"Bārun Miād, Shar Shar",The Rain Comes Pouring Down,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1378,no,NA,,,Appendix D
OPW_0104,چ‍را ن‍م‍ی‌خ‍ن‍دی‌؟,Cherā Nemikhandi?,Why Don't You Laugh?,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1378,yes,7,,,Appendix D
OPW_0105,م‍ی‍ه‍م‍ان‍ه‍ای‌ ن‍اخ‍وان‍ده‌,Mihmān-hā-ye Nākhāndeh,Uninvited Guests,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1381,yes,5,,,Appendix D
OPW_0106,خ‍روس‌ گ‍ردو دزد,Khorus-e Gerdu Dozd,The Walnut-Thief Rooster,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1380,yes,3,,,Appendix D
OPW_0107,ل‍چ‍ک‌ ق‍رم‍زی,Lachak Ghermezi,The Red Headscarf,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1380,yes,3,,,Appendix D
OPW_0108,آج‍ی‍ل‌ م‍ش‍گ‍ل‌گ‍ش‍ا,Ājil-e Moshkel-Goshā,The Problem-Solving Trail Mix,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1380,yes,3,,,Appendix D
OPW_0109,درخت سیاه,Derakht-e Siyāh,The Black Tree,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1393,no,NA,,,Appendix D
OPW_0110,گل کوچولوی خجالتی,Gol-e Kuchulu-ye Khejālati,The Shy Little Flower,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,yes,2,این کتاب در سال ۱۳۹۷ تجدید چاپ شده است.,This book was reprinted in 2018 (1397).,Appendix D
OPW_0111,غول عینکی,Ghul-e Eynaki,The Bespectacled Giant,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,yes,2,این کتاب در سال ۱۳۹۷ تجدید چاپ شده است.,This book was reprinted in 2018 (1397).,Appendix D
OPW_0112,سوسک سیاه خوشبخت,Susk-e Siyāh-e Khoshbakht,The Lucky Black Beetle,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,yes,2,این کتاب در سال ۱۳۹۷ تجدید چاپ شده است.,This book was reprinted in 2018 (1397).,Appendix D
OPW_0113,شش خط بازیگوش,Shesh Khat-e Bāzigush,Six Playful Lines,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,yes,2,این کتاب در سال ۱۳۹۷ تجدید چاپ شده است.,This book was reprinted in 2018 (1397).,Appendix D
OPW_0114,خاله لک‌لک و نان قندی,Khāleh Laklak va Nān-e Ghandi,Aunt Stork and Sugar Bread,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,yes,2,این کتاب در سال ۱۳۹۷ تجدید چاپ شده است.,This book was reprinted in 2018 (1397).,Appendix D
OPW_0115,بادکنک آبی,Bādkonak-e Ābi,The Blue Balloon,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,yes,2,این کتاب در سال ۱۳۹۷ تجدید چاپ شده است.,This book was reprinted in 2018 (1397).,Appendix D
OPW_0116,کی می‌تواند مرا بخنداند؟,Ki Mitavānad Marā Bekhandānad?,Who Can Make Me Laugh?,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,no,NA,,,Appendix D
OPW_0117,لی‌لی، لی‌لی عروسی,"Lili, Lili Arusi","Lili, Lili's Wedding",ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,yes,2,این کتاب در سال ۱۳۹۷ تجدید چاپ شده است.,This book was reprinted in 2018 (1397).,Appendix D
OPW_0118,قوطی کبریت خالی,Ghuti Kebrit-e Khāli,The Empty Matchbox,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,yes,2,این کتاب در سال ۱۳۹۷ تجدید چاپ شده است.,This book was reprinted in 2018 (1397).,Appendix D
OPW_0119,کوتی کوتوله آش خاله,"Kuti Kutuleh, Āsh-e Khāleh","Kuti the Dwarf, Auntie's Soup",ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,no,NA,,,Appendix D
OPW_0120,کوتی کوتوله همسایه‌ی خاله,"Kuti Kutuleh, Hamsāyeh-ye Khāleh","Kuti the Dwarf, Auntie's Neighbor",ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,no,NA,,,Appendix D
OPW_0121,کوتی کوتوله غول‌ خاله,"Kuti Kutuleh, Ghul-e Khāleh","Kuti the Dwarf, Auntie's Giant",ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,no,NA,,,Appendix D
OPW_0122,نوک به کدو,Nok be Kadu,Pumpkin Pecker,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1396,yes,2,,,Appendix D
OPW_0123,پیشی شکمو,Pishi-ye Shekamu,The Greedy Kitty,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1396,yes,2,,,Appendix D
OPW_0124,س‍ت‍اره‌ای‌ ک‍ه‌ اف‍ت‍اد,Setāreh-i ke Oftād,The Star That Fell,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1376,no,NA,,,Appendix D
OPW_0125,ک‍لاغ‍ه‌ ب‍ه‌ خ‍ان‍ه‌اش‌ رس‍ی‍د,Kalāgheh be Khāneh-ash Resid,The Crow Reached Home,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1375,no,NA,,,Appendix D
OPW_0126,ق‍ورب‍اغ‍ه‌ خ‍ج‍ال‍ت‍ی‌ و ۵ ق‍ص‍ه‌ دی‍گ‍ر,Ghurbāgheh-ye Khejālati va 5 Ghesseh-ye Digar,The Shy Frog and 5 Other Stories,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1381,yes,16,,,Appendix D
OPW_0127,هلی‌ فسقلی در سرزمین غول‌ها,Heli-ye Fesgheli dar Sarzamin-e Ghul-hā,Little Heli in the Land of Giants,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1381,yes,2,,,Appendix D
OPW_0128,گاوی که زبان آدم بلد باشد,Gāvi ke Zabān-e Ādam Balad Bāshad,A Cow That Knows Human Language,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1394,no,NA,,,Appendix D
OPW_0129,چکه‌ی خوشبخت,Chekkeh-ye Khoshbakht,The Lucky Drop,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1395,no,NA,,,Appendix D
OPW_0130,ماجراهای نخودی,Mājerāhā-ye Nokhodi,The Adventures of Nokhodi,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1389,yes,7,,,Appendix D
OPW_0131,کفش‌های جادویی جوم جوم و قصه‌های دیگر,Kafsh-hā-ye Jāduyi-ye Jum Jum va Ghesseh-hā-ye Digar,Jum Jum's Magic Shoes and Other Stories,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1399,no,NA,,,Appendix D
OPW_0132,گ‍او پ‍ی‍ش‍ان‍ی‌ س‍ف‍ی‍د,Gāv-e Pishāni-Sefid,The White-Foreheaded Cow,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1382,yes,4,,,Appendix D
OPW_0133,ه‍زارپ‍ا و م‍اه,Hezārpā va Māh,The Centipede and the Moon,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1369,no,NA,,,Appendix D
OPW_0134,ان‍دازه‌ دن‍ی‍ا,Andāzeh-ye Donyā,The Size of the World,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1369,no,NA,,,Appendix D
OPW_0135,آق‍ا م‍وش‌ ب‍اه‍وش‌ و ۴ ق‍ص‍ه‌ دی‍گ‍ر,Āghā Mush-e Bāhush va 4 Ghesseh-ye Digar,Clever Mr. Mouse and 4 Other Stories,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1375,yes,21,,,Appendix D
OPW_0136,آق‍ا ت‍ل‍ف‍ن‌ زن‍گ‌ م‍ی‌زن‍ه‌ و ۴ ق‍ص‍ه‌ دی‍گ‍ر,Āghā Telefon Zang Mizaneh va 4 Ghesseh-ye Digar,Mr. Telephone Is Ringing and 4 Other Stories,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1388,yes,11,این کتاب از سال ۱۳۸۳ تا ۱۳۹۸ تجدیدچاپ شده است.,This book was reprinted from 2004 to 2019 (1383 to 1398).,Appendix D
OPW_0137,گندمک و برنجک,Gandomak va Berenjak,Little Wheat and Little Rice,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1396,no,NA,,,Appendix D
OPW_0138,خروس نوک کج,Khorus-e Nok Kaj,The Crooked-Beaked Rooster,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1396,yes,2,,,Appendix D
OPW_0139,کاتی کامپیوتری,Kāti Kāmpiuteri,Computerized Kati,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1397,no,NA,"کتاب حاضر برداشتی آزاد از بخشی از مجموعه ""Little Monsters"" تحت عنوان""Computer Chip"" است.","This book is a free adaptation of the ""Computer Chip"" story from the ""Little Monsters"" series.",Appendix D
OPW_0140,جی‌جو جنگجو,Ji-Ju Jangju,Ji-Ju the Warrior,ai_literal_gloss,IA_0037,Shokouh Ghasemnia,شکوه قاسم‌نیا,1398,no,NA,کتاب حاضر اقتباس از یکی از داستانهای فسقلی‌ها به نوشته تونی گراس است.,This book is adapted from one of the Little Monsters stories by Tony Gross.,Appendix D
OPW_0141,امروز چلچلۀ من,Emruz Chelcheleh-ye Man,My Swallow Today,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1370,yes,3,,,Appendix D
OPW_0142,هوشمندان سیارۀ اوراک,Hushmandān-e Sayyāreh-ye Urāk,The Wise Ones of Planet Urak,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1371,yes,6,,,Appendix D
OPW_0143,آخرین تک شاخ,Ākharin Tak-Shākh,The Last Unicorn,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1376,no,NA,,,Appendix D
OPW_0144,ابروهای جادویی کیوکیو,Abruhā-ye Jāduyi-ye KyuKyu,KyuKyu's Magical Eyebrows,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1379,yes,2,,,Appendix D
OPW_0145,قصه‌های یک دقیقه‌ای,Ghesseh-hā-ye Yek Daghigheh-i,One-Minute Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1379,no,NA,,,Appendix D
OPW_0146,نردبان هزار پله,Nardebān-e Hezār Pelleh,The Thousand-Step Stairway,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1382,yes,6,,,Appendix D
OPW_0147,تو بغل کی بپرم,Tu Baghal-e Ki Beparam,Whose Arms Should I Jump Into?,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1392,no,NA,,,Appendix D
OPW_0148,همان کفش دوزک همیشگی,Hamān Kafshduzak-e Hamishegi,The Same Old Ladybug,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1392,no,NA,,,Appendix D
OPW_0149,گردنبندی که قشنگ بود,Gardanbandi ke Ghashang Bud,The Necklace That Was Beautiful,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1392,no,NA,,,Appendix D
OPW_0150,گ‍ی‍ل‍گ‍م‍ش‌,Gilgamesh,Gilgamesh,official_translation,IA_0011,Fariba Kalhor,فریبا کلهر,1375,yes,3,,,Appendix D
OPW_0151,دو موش و یک آرزو و ۶ قصه‌ی دیگر,Do Mush va Yek Ārezu va 6 Ghesseh-ye Digar,Two Mice and a Wish and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1393,yes,4,,,Appendix D
OPW_0152,یک پرش و دو پرش و سه پرش,Yek Paresh va Do Paresh va Se Paresh,"One Jump, Two Jumps, and Three Jumps",ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1393,no,NA,,,Appendix D
OPW_0153,چه گربه‌های گرم و نرمی و ۶ قصه دیگر,Che Gorbeh-hā-ye Garm va Narmi va 6 Ghesseh-ye Digar,What Warm and Soft Cats! and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1393,no,NA,,,Appendix D
OPW_0154,یک خانه و دو کرگدن و ۶ قصه دیگر,Yek Khāneh va Do Kargadan va 6 Ghesseh-ye Digar,"One House, Two Rhinoceroses, and 6 Other Stories",ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1393,yes,3,,,Appendix D
OPW_0155,ماه لاغر مردنی و۶ قصه‌ی دیگر,Māh-e Lāghar-Mordani va 6 Ghesseh-ye Digar,The Skinny Moon and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1393,yes,3,,,Appendix D
OPW_0156,فسقل قصه‌های موتوری,Fesghel-e Ghesseh-hā-ye Motori,Fesghel of Motorized Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1393,no,NA,,,Appendix D
OPW_0157,دندان‌های پدربزرگ,Dandān-hā-ye Pedarbozorg,Grandfather's Teeth,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,no,NA,,,Appendix D
OPW_0158,کوفته ها را کی خورده؟ و ۶ قصه‌ی دیگر,Kufteh-hā rā Ki Khordeh? va 6 Ghesseh-ye Digar,Who Ate the Meatballs? and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,yes,3,,,Appendix D
OPW_0159,آخ و اوخ قهرمان و ۶ قصه دیگر,Ākh o Oukh-e Ghahremān va 6 Ghesseh-ye Digar,Ouch and Ow of the Hero and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,yes,4,,,Appendix D
OPW_0160,گربه‌ی مکعبی مخلوط,Gorbeh-ye Moka'abi-ye Makhlut,The Mixed-Up Cube Cat,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,no,NA,,,Appendix D
OPW_0161,خورشیدخانم مامان شده! و ۶ قصه‌ی دیگر,Khorshid Khānom Māmān Shodeh! va 6 Ghesseh-ye Digar,Mrs. Sun Has Become a Mother! and Six Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,yes,3,,,Appendix D
OPW_0162,۳۱قصه‌ی تصویری برای تیر,31 Ghesseh-ye Tasviri Barāye Tir,31 Picture Stories for Tir,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,no,NA,ترجمه‌شده از فارسی به انگلیسی,Translated from Persian into English.,Appendix D
OPW_0163,۳۱ قصه‌ی تصویری برای خرداد,31 Ghesseh-ye Tasviri Barāye Khordād,31 Picture Stories for Khordad,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1395,no,NA,ترجمه‌شده از فارسی به انگلیسی,Translated from Persian into English.,Appendix D
OPW_0164,بچه فیل گم‌شده و ۶ قصه‌ی دیگر,Bacheh Fil-e Gomshodeh va 6 Ghesseh-ye Digar,The Lost Baby Elephant and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1388,yes,4,,,Appendix D
OPW_0165,سرزمین به هم ریخته,Sarzamin-e Be Ham Rikhteh,The Mixed-Up Land,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1396,no,NA,,,Appendix D
OPW_0166,نجار شهر هیولاها,Najjār-e Shahr-e Hayulāhā,The Carpenter of Monster City,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1396,no,NA,,,Appendix D
OPW_0167,نقلی‌خان و دار و دسته‌اش,Noghli Khān va Dār o Dasteh-ash,Noghli Khan and His Gang,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1396,no,NA,,,Appendix D
OPW_0168,مهمان ناخوانده فضایی و ۶ قصه‌ی دیگر,Mehmān-e Nākhāndeh-ye Fazāyi va 6 Ghesseh-ye Digar,The Uninvited Space Guest and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1388,yes,4,,,Appendix D
OPW_0169,پیرزن دوچرخه‌سوار,Pirezan-e Docharkheh-Savār,The Bicycle-Riding Old Woman,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1383,yes,5,,,Appendix D
OPW_0170,آقای هندوانه,Āghā-ye Hendevāneh,Mr. Watermelon,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1389,no,NA,,,Appendix D
OPW_0171,تمساح اسکیت‌سوار,Temsāh-e Eskeit-Savār,The Skateboarding Crocodile,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1399,no,NA,,,Appendix D
OPW_0172,ساسی بی‌‌چشم و رو,Sāsi-ye Bi-Cheshm o Ru,Shameless Sasi,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1399,no,NA,,,Appendix D
OPW_0173,ه‍م‍ب‍ازی‌ ب‍اد,Hambāzi-ye Bād,Wind Playmate,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1366,yes,2,,,Appendix D
OPW_0174,ی‍ک‌ ح‍رف‌ ت‍ازه‌,Yek Harf-e Tāzeh,A New Word,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1368,yes,4,,,Appendix D
OPW_0175,ق‍ص‍ه‌ه‍ای‌ س‍ف‍ر,Ghesseh-hā-ye Safar,Travel Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1368,no,NA,,,Appendix D
OPW_0176,ب‍اد و ب‍ادک‍ن‍ک‌,Bād va Bādkonak,The Wind and the Balloon,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1369,no,NA,,,Appendix D
OPW_0177,ن‍ی‌‌ل‍ب‍ک‌ س‍ح‍رآم‍ی‍ز فقط خوبی می بیند,Neylabak-e Sehrāmiz Faghat Khubi Mibinad,The Magical Flute Sees Only Goodness,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1372,yes,3,,,Appendix D
OPW_0178,ی‍ک‌ ق‍ص‍ه‌ ت‍رس‍ن‍اک‌ و ی‍ازده‌ داس‍ت‍ان‌ دی‍گ‍ر,Yek Ghesseh-ye Tarsnāk va Yāzdah Dāstān-e Digar,A Scary Story and Eleven Other Tales,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1372,no,NA,,,Appendix D
OPW_0179,ب‍ان‍وی‌ ه‍زار ق‍ص‍ه,Bānu-ye Hezār Ghesseh,The Lady of a Thousand Tales,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1375,no,NA,,,Appendix D
OPW_0180,اف‍س‍ان‍ه‌ پ‍س‍رک,Afsāneh-ye Pesarak,The Boy's Legend,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1377,no,NA,,,Appendix D
OPW_0181,ج‍زی‍ره‌ اف‍س‍ون‍گ‍ران‌,Jazireh-ye Afsungarān,The Island of Enchanters,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1378,yes,3,,,Appendix D
OPW_0182,س‍لام‌ ب‍ر ن‍ور خ‍ی‍ره‌ک‍ن‍ن‍ده‌,Salām bar Nur-e Khireh-Konandeh,Greetings to the Dazzling Light,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1379,yes,4,,,Appendix D
OPW_0183,ب‍ی‌ب‍ی‌گ‍ل‌ و چ‍راغ‌ ج‍ادو,Bibi Gol va Cherāgh-e Jādu,Bibi Gol and the Magic Lamp,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1379,yes,2,,,Appendix D
OPW_0184,دام‍ادی‌ ک‍ه‌ ه‍م‍ی‍ش‍ه‌ ج‍وج‍ه‌ت‍ی‍غ‍ی‌ اس‍ت,Dāmādi ke Hamisheh Jujeh-Tighi Ast,The Groom Who Is Always a Hedgehog,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0185,پ‍س‍ر ب‍چ‍ه‌ای‌ ک‍ه‌ پ‍ول‌ ش‍د!,Pesar-Bacheh-i ke Pul Shod!,The Boy Who Turned into Money!,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0186,وق‍ت‍ی‌ ک‍ه‌ ج‍ب‍رئ‍ی‍ل‌ ت‍ک‍ل‍ی‍ف‌ خ‍ودش‌ را ن‍م‍ی‌دان‍د,Vaghti ke Jebra'il Taklif-e Khodesh rā Nemidānad,When Gabriel Doesn't Know What to Do,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0187,ش‍اگ‍رده‍ای‍ی‌ ک‍ه‌ ب‍ه‌ ح‍رف‌ م‍ع‍ل‍م‌ خ‍ود گ‍وش‌ ک‍ردن‍د,Shāgerdhāyi ke be Harf-e Mo'allem-e Khod Gush Kardand,The Pupils Who Listened to Their Teacher,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0188,ای‌ ک‍اش‌ ک‍س‍ی‌ ای‍ن‌ ت‍خ‍ت‍ه‌ س‍ن‍گ‌ را ن‍خ‍ورد!,Ey Kāsh Kasi In Takhteh-Sang rā Nakhorad!,If Only Nobody Ate This Stone Slab!,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0189,خ‍زان‍ه‌ ای‍ن‍ج‍اس‍ت‌، در ش‍ک‍م‌ ای‍ن‌ گ‍ورخ‍ر!,"Khazāneh Injāst, dar Shekam-e In Gurekhar!","The Treasure Is Here, Inside This Zebra's Belly!",ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0190,ف‍ری‍اد زدن‌ ی‍ک‌ گ‍ن‍ج‌ اس‍ت,Faryād Zadan Yek Ganj Ast,Shouting Is a Treasure,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0191,گ‍رب‍ه‌ای‌ ب‍ه‌ ن‍ام‌ راب‍ی‍ن‌ ه‍ود,Gorbeh-i be Nām-e Robin Hood,A Cat Named Robin Hood,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0192,ک‍رم‍ی‌ ک‍ه‌ ن‍م‍ی‌خ‍واس‍ت‌ رازش‌ ف‍اش‌ ش‍ود,Kermi ke Nemikhāst Rāzash Fāsh Shavad,The Worm That Didn't Want Its Secret Revealed,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0193,ب‍ز خ‍وش‌ش‍ان‍س‍ی‌ ک‍ه‌ ی‍ک‌ ج‍اروی‌ پ‍رن‍ده‌ را خ‍ورد!,Boz-e Khosh-Shānsi ke Yek Jāru-ye Parandeh rā Khord!,The Lucky Goat That Ate a Flying Broom!,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0194,پ‍ی‍رزن‍ی‌ ک‍ه‌ از دی‍و خ‍طرن‍اک‌ت‍ر ب‍ود,Pirezani ke az Div Khatarnāktar Bud,The Old Woman Who Was More Dangerous Than a Demon,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0195,ق‍ص‍ه‌ ت‍ف‍ن‍گ‍ی‌ ک‍ه‌ ک‍ت‍اب‌ را ت‍ن‍ه‍ا گ‍ذاش‍ت‌,Ghesseh-ye Tofangi ke Ketāb rā Tanhā Gozāsht,The Story of the Gun That Left the Book Alone,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0196,گ‍رب‍ه‌ آرزو,Gorbeh-ye Ārezu,Wish Cat,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1380,no,NA,,,Appendix D
OPW_0197,من همانم، من همانم,"Man Hamānam, Man Hamānam","I Am the Same One, I Am the Same One",ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1382,yes,2,,,Appendix D
OPW_0198,ی‍ک‌ ک‍لاه‌ و ای‍ن‌ ه‍م‍ه‌ م‍ه‍م‍ان,Yek Kolāh va In Hameh Mehmān,One Hat and All These Guests,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1384,no,NA,,,Appendix D
OPW_0199,دوچ‍رخ‍ه‌ و پ‍رن‍ده‌,Docharkheh va Parandeh,The Bicycle and the Bird,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1387,yes,2,,,Appendix D
OPW_0200,چه عیبی داره!,Che Eybi Dāreh!,What's Wrong with That?,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1388,no,NA,,,Appendix D
OPW_0201,لالایی موشها و ۶ قصه دیگر,Lālāyi-ye Mushhā va 6 Ghesseh-ye Digar,Lullaby of the Mice and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1388,yes,3,,,Appendix D
OPW_0202,من وگربه سیاهه,Man va Gorbeh Siyāheh,Me and the Black Cat,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1388,no,NA,,,Appendix D
OPW_0203,قصه‌های آقا کوچولو,Ghesseh-hā-ye Āghā Kuchulu,Stories of Little Mister,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1389,no,NA,,,Appendix D
OPW_0204,مادر خسته و پسر خوش خنده,Mādar-e Khasteh va Pesar-e Khosh-Khandeh,The Tired Mother and the Cheerful Son,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1389,yes,4,,,Appendix D
OPW_0205,ماشینی که خیابان می‌خورد,Māshini ke Khiābān Mikhord,The Car That Ate Streets,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1389,yes,4,,,Appendix D
OPW_0206,پیرزنی که دنیا را بافت و ۶ قصه‌ی دیگر,Pirezani ke Donyā rā Bāft va 6 Ghesseh-ye Digar,The Old Woman Who Knitted the World and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,3,,,Appendix D
OPW_0207,جوجه جغله و ۶ قصه‌ی دیگر,Jujeh Jegheleh va 6 Ghesseh-ye Digar,Little Chick and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,1390,yes,3,,,Appendix D
