id,title_original,title_fa,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,translator_id,translator_fa,translator_en,year_original,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
TRW_0259,The Sworn Sword,پیمان شوالیه,Peymān-e Shovāliyeh,The Knight's Oath / The Knight's Pledge,ai_literal_gloss,FA_0105,George R. R. Martin,جورج آر. آر. مارتین,TR_0546,سپیده حبیبی,Sepideh Habibi,2017,1395,no,NA,,,Appendix C
TRW_0260,The Hedge Knight,شوالیه پرچین خواب,Shovāliyeh-ye Parchin-e Khāb,The Knight of the Sleeping Hedge,ai_literal_gloss,FA_0105,George R. R. Martin,جورج آر. آر. مارتین,TR_0546,سپیده حبیبی,Sepideh Habibi,1998,1394,no,NA,,,Appendix C
TRW_0261,The World of Ice & Fire: the Untold History of Westeros and the Game of Thrones,دنیای آتش و یخ: تاریخ ناگفته وستروس و بازی تاج و تخت,Donyā-ye Ātash va Yakh: Tārikh-e Nāgofteh-ye Westeros va Bāzi-ye Tāj va Takht,The World of Ice and Fire: The Untold History of Westeros and Game of Thrones,official_translation,FA_0105,George R. R. Martin,جورج آر. آر. مارتین,TR_0034,علی‌ مصلح‌حیدرزاده,Ali Mosleh Heydarzadeh,2014,1394,no,NA,,,Appendix C
TRW_0262,Rogues,شاهزاده‌ی شریر یا برادر یک پادشاه,Shāhzādeh-ye Sharir yā Barādar-e Yek Pādeshāh,"The Wicked Prince, or the Brother of a King",ai_literal_gloss,FA_0105,George R. R. Martin,جورج آر. آر. مارتین,TR_0437,نگار درستکارفر,Negar Dorostkarfar,2014,1398,no,NA,,,Appendix C
TRW_0263,Sand Kings,شن شاه‌ها,Shen-Shāh-hā,Sand Kings,official_translation,FA_0105,George R. R. Martin,جورج آر. آر. مارتین,TR_0516,سعید سیمرغ,Saeed Simorgh,1979,1399,no,NA,,,Appendix C
TRW_0264,A Knight of the Seven Kingdoms‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,شوالیه‌ای از سرزمین هفت اقلیم,Shovāliyeh-i az Sarzamin-e Haft Eghlim,A Knight from the Land of Seven Kingdoms,ai_literal_gloss,FA_0105,George R. R. Martin,جورج آر. آر. مارتین,TR_0204,حامد حسینی‌میرا,Hamed Hosseini Mira,1998,1396,no,NA,,,Appendix C
TRW_0265,A Clash of Kings,نزاع شاهان,Nezā'-e Shāhān,Clash of Kings,ai_literal_gloss,FA_0105,George R. R. Martin,جورج آر. آر. مارتین,TR_0363,مهرزاد جعفری,Mehrzad Jafari,1998,1397,no,NA,,,Appendix C
TRW_0266,Fever Dream,رویای تب‌آلود,Royā-ye Tabālud,Feverish Dream,ai_literal_gloss,FA_0105,George R. R. Martin,جورج آر. آر. مارتین,TR_0368,میلاد فشتمی,Milad Fashtami,1982,1392,yes,3,,,Appendix C
TRW_0267,Magician,جادوگر,Jādugar,Magician,official_translation,FA_0260,Raymond Feist,ریموند فیست,TR_0359; TR_0189,مهرداد حاجیلوییان; فواد رضاپور,Mehrdad Hajilouiyan; Fouad Rezapour,1992,1392,no,NA,"کتاب حاضر ترجمه بخش اول از کتاب""Magician"" است.","This book is a translation of the first part of ""Magician.""",Appendix C
TRW_0268,Pawn of Prophecy,پیام پیشگو,Payām-e Pishgu,Message of the Prophet/Seer,ai_literal_gloss,FA_0060,David Eddings,دیوید ادینگز,TR_0420,ناهید علیخانی,Nahid Alikhani,2004,1397,yes,multiple,,,Appendix C
TRW_0269,Queen of Sorcery,ملکه جادو,Malakeh-ye Jādu,Queen of Magic,ai_literal_gloss,FA_0060,David Eddings,دیوید ادینگز,TR_0420,ناهید علیخانی,Nahid Alikhani,1982,1398,no,NA,,,Appendix C
TRW_0270,Magician's Gambit: Book Three of the Belgariad,قمار شعبده‌باز,Ghomār-e Shobadeh-Bāz,The Magician's Gambit,ai_literal_gloss,FA_0060,David Eddings,دیوید ادینگز,TR_0227,حسین شهرابی,Hossein Shahrabi,1983,1399,no,NA,,,Appendix C
TRW_0271,NA,گریز,Goriz,Escape,ai_literal_gloss,FA_0104,George Orwell,جورج اورول,TR_0291,م‍ح‍م‍ود رس‍ت‍م‍ی‌‌ج‍م,Mahmoud Rostami Jam,NA,1368,no,NA,,,Appendix C
TRW_0272,1984,1984,1984,Nineteen Eighty-Four,official_translation,FA_0104,George Orwell,جورج اورول,TR_0525,ص‍ال‍ح‌ ح‍س‍ی‍ن‍ی‌,Saleh Hosseini,1949,1361,yes,multiple,,,Appendix C
TRW_0273,Animal Farm‬,قلعه حیوانات,Ghal'eh-ye Heyvānāt,Animal Castle,ai_literal_gloss,FA_0104,George Orwell,جورج اورول,TR_0045,ام‍ی‍ر ام‍ی‍رش‍اه‍ی,Amir Amirshahi,1945,1348,yes,multiple,,,Appendix C
TRW_0274,The Brothers Lionheart‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,برادران شیردل,Barādarān-e Shirdel,The Lionhearted Brothers,ai_literal_gloss,FA_0016,Astrid Lindgren,آسترید لیندگرن,TR_0019,اک‍ب‍ر گ‍ل‍رن‍گ,Akbar Golrang,2009,1368,yes,multiple,,,Appendix C
TRW_0275,Mio in the Land of Faraway,سرزمین دور,Sarzamin-e Dur,The Distant Land,ai_literal_gloss,FA_0016,Astrid Lindgren,آسترید لیندگرن,TR_0019,اک‍ب‍ر گ‍ل‍رن‍گ,Akbar Golrang,1954,1369,no,NA,,,Appendix C
TRW_0276,Nils Karlsson Pyssling‬,ماجرای نیلز کوتوله: نیلز کوتوله اسباب‌کشی می‌کند,Mājerā-ye Nils Kutuleh: Nils Kutuleh Asbābkeshi Mikonad,The Adventure of Little Nils: Little Nils Moves House,ai_literal_gloss,FA_0016,Astrid Lindgren,آسترید لیندگرن,TR_0243,ج‍واد ک‍ری‍م‍ی,Javad Karimi,1949,1378,yes,multiple,,,Appendix C
TRW_0277,"Ronia, the Robber's Daughter‬",رنیا دختر غارتگر,Roniā Dokhtar-e Ghāratgar,Ronia the Robber's Daughter,official_translation,FA_0016,Astrid Lindgren,آسترید لیندگرن,TR_0187,ف‍ی‍روزه‌ اث‍ن‍ی‌ع‍ش‍ران,Firouzeh Asnaasharan,1981,1381,yes,multiple,,,Appendix C
TRW_0278,"Mio, Min Mio",میو، میوی من!,"Miu, Miu-ye Man!","Mio, My Mio!",official_translation,FA_0016,Astrid Lindgren,آسترید لیندگرن,TR_0463,پ‍ری‍س‍ا م‍خ‍ت‍ارزاده,Parisa Mokhtarzadeh,1954,1383,yes,multiple,,,Appendix C
TRW_0279,Im Land der Dammerung,در سرزمین غروب,Dar Sarzamin-e Ghorub,In the Land of Twilight,ai_literal_gloss,FA_0016,Astrid Lindgren,آسترید لیندگرن,TR_0627,یحیی کوروشی,Yahya Kouroshi,1949,1386,no,NA,,,Appendix C
TRW_0280,Karlsson på Taket Flyger Igen,کارلسون دوباره پرواز می‌کند,Kārlson Dobāreh Parvāz Mikonad,Karlsson Flies Again,ai_literal_gloss,FA_0016,Astrid Lindgren,آسترید لیندگرن,TR_0133,امیلی امرایی,Emily Amraei,1955,1396,yes,3,این کتاب در سالهای ۱۳۹۵-۱۳۹۷ تجدید چاپ شده است.,This book was reprinted between 2016 and 2018 (1395 to 1397).,Appendix C
TRW_0281,The Haunting of Hill House,تسخیر خانه‌ی هیل,Taskhir-e Khāneh-ye Hill,The Haunting of Hill House,official_translation,FA_0292,Shirley Jackson,شرلی جکسون,TR_0149,فرهاد بیگدلو,Farhad Bigdelu,2018,1399,yes,multiple,,,Appendix C
TRW_0282,The Tooth‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,جادوگر,Jādugar,The Wizard / Magician,ai_literal_gloss,FA_0292,Shirley Jackson,شرلی جکسون,TR_0433,نسرین مجیدی,Nasrin Majidi,2011,1392,no,NA,,,Appendix C
TRW_0283,The Witchcraft of Salem Village,شکار جادوگران در دهکده سلیم,Shekār-e Jādugarān dar Dehkadeh-ye Selim,Witch Hunt in Salem Village,ai_literal_gloss,FA_0292,Shirley Jackson,شرلی جکسون,TR_0577,ش‍ه‍رن‍وش‌ پ‍ارس‍ی‌پ‍ور,Shahrnush Parsipur,1956,1368,yes,multiple,,,Appendix C
TRW_0284,Cien Anos de Soledad,صد سال تنهائی,Sad Sāl Tanhāyi,One Hundred Years of Solitude,official_translation,FA_0098,Gabriel García Márquez,گابریل گارسیا مارکز,TR_0098,ب‍ه‍م‍ن‌ ف‍رزان‍ه,Bahman Farzaneh,1967,1353,yes,multiple,,,Appendix C
TRW_0285,Love in the Time of Cholera,عشق سال‌های وبا,Eshgh-e Sāl-hā-ye Vabā,Love in the Time of Cholera,official_translation,FA_0098,Gabriel García Márquez,گابریل گارسیا مارکز,TR_0297,م‍ه‍ن‍از س‍ی‍ف‌طل‍وع‍ی‌,Mahnaz Seyftolouei,1985,۱۳۶۹,yes,multiple,,,Appendix C
TRW_0286,The Country for Children,پیامی در آغاز سده‌ی جدید,Payāmi dar Āghāz-e Sadeh-ye Jadid,A Message at the Beginning of the New Century,ai_literal_gloss,FA_0098,Gabriel García Márquez,گابریل گارسیا مارکز,TR_0393,م‍ح‍م‍درض‍ا ای‍ن‍ان‍ل‍و,Mohammadreza Inanlou,1996,1380,yes,multiple,,,Appendix C
TRW_0287,Firestarter,میزری (مرا باید برای همیشه دوست بداری),Mizery (Marā Bāyad Barāye Hamisheh Dust Bedāri),Misery (You Must Love Me Forever),ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0268,ک‍وروس‌ ج‍ه‍ان‍ب‍گ‍ل‍و,Kouros Jahanbegloo,1980,1372,yes,multiple,,,Appendix C
TRW_0288,The Shining,درخشش,Derakhshesh,The Shining,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0103,ب‍ه‍ن‍ام‌ دی‍ان‍ی‌,Behnam Diani,1977,1378,yes,multiple,,,Appendix C
TRW_0289,From a Buick 8: a Novel,بیوک مرموز,Biuk-e Marmuz,The Mysterious Buick,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0286,م‍ه‍ی‍ن‌ ق‍ه‍رم‍ان,Mahin Ghahreman,2002,1382,no,NA,,,Appendix C
TRW_0290,The Stand,ابلیس,Eblis,The Devil,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0442,ن‍رس‍ی‌ خ‍ل‍ی‍ل‍ی‌ف‍ر,Nersi Khalilifar,1978,1383,yes,multiple,,,Appendix C
TRW_0291,Lunch at the Gotham Café,ناهار در کافه گوتم,Nāhār dar Kāfeh-ye Gotam,Lunch at the Gotham Café,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0315,م‍ان‍دان‍ا ق‍ه‍رم‍ان‍ل‍و,Mandana Ghahremanlou,1997,1383,yes,2,,,Appendix C
TRW_0292,Different Seasons,فصول گوناگون,Fosul-e Gonāgun,Different Seasons,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0315,م‍ان‍دان‍ا ق‍ه‍رم‍ان‍ل‍و,Mandana Ghahremanlou,1982,1384,yes,multiple,,,Appendix C
TRW_0293,Everything's Eventual,خواهران کوچک ایلوریا,Khāharān-e Kuchak-e Eluria,The Little Sisters of Eluria,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0315,م‍ان‍دان‍ا ق‍ه‍رم‍ان‍ل‍و,Mandana Ghahremanlou,2002,1386,yes,multiple,,,Appendix C
TRW_0294,"Fall from Innocence, the Body",خزان بیگناهی,Khazān-e Bigonāhi,Autumn of Innocence,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0315,م‍ان‍دان‍ا ق‍ه‍رم‍ان‍ل‍و,Mandana Ghahremanlou,1982,1388,yes,multiple,"این کتاب ترجمه‌ی داستانی تحت عنوان ""Fall from innocence, the body"" از کتاب ""Different seasons"" است.","This book is a translation of the story ""The Body (Fall from Innocence)"" from ""Different Seasons.""",Appendix C
TRW_0295,A Winter Tale the Breathing Method,داستانی زمستانی,Dāstāni Zemestāni,A Winter Tale,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0315,م‍ان‍دان‍ا ق‍ه‍رم‍ان‍ل‍و,Mandana Ghahremanlou,1982,1388,yes,multiple,"این کتاب ترجمه‌ی داستانی تحت عنوان ""A winter tale the breathing method"" از کتاب ""Different seasons"" است.","This book is a translation of the story ""The Breathing Method (A Winter Tale)"" from ""Different Seasons.""",Appendix C
TRW_0296,Summer of Corrption Apt Pupil,تابستان تباهی,Tābestān-e Tabāhi,Summer of Corruption,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0315,م‍ان‍دان‍ا ق‍ه‍رم‍ان‍ل‍و,Mandana Ghahremanlou,1982,1388,yes,multiple,"این کتاب ترجمه‌ی داستانی تحت عنوان ""Summer of corrption Apt pupil"" از کتاب Different seasons است.","This book is a translation of the story ""Apt Pupil (Summer of Corruption)"" from ""Different Seasons.""",Appendix C
TRW_0297,Everything's Eventual: 14 Dark Tales‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,هرآنچه دوست داری از دست خواهی داد و سه داستان دیگر,Har Ānche Dust Dāri az Dast Khāhi Dād va Se Dāstān-e Digar,Everything You Love Will Be Lost and Three Other Stories,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0315,م‍ان‍دان‍ا ق‍ه‍رم‍ان‍ل‍و,Mandana Ghahremanlou,2002,1388,yes,3,,,Appendix C
TRW_0298,Hope Springs Eternal: Rita Hayworth and Shawshank Redemption,امیدهای جاودان بهاری: ریتا هیورث و رهایی از شاوشنک,Omidhā-ye Jāvdān-e Bahāri: Rita Heywors va Rahāyi az Shāshank,Eternal Spring Hopes: Rita Hayworth and Shawshank Redemption,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0315,م‍ان‍دان‍ا ق‍ه‍رم‍ان‍ل‍و,Mandana Ghahremanlou,1982,1390,yes,multiple,"کتاب حاضر ترجمه‌ی داستانی تحت عنوان ""Hope springs eternal: Rita Hayworth and Shawshank redemption"" از کتاب ""Different seasons"" است.","This book is a translation of the story ""Rita Hayworth and Shawshank Redemption (Hope Springs Eternal)"" from ""Different Seasons.""",Appendix C
TRW_0299,The Green Mile,مسیر سبز,Masir-e Sabz,The Green Mile,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0473,پ‍روی‍ز ک‍ری‍م‍ی‌ن‍اص‍ری,Parviz Karimi Naseri,2000,1380,yes,multiple,,,Appendix C
TRW_0300,Dreamcatcher,شکارچی رویا,Shekārchi-ye Royā,Dreamcatcher,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0473,پ‍روی‍ز ک‍ری‍م‍ی‌ن‍اص‍ری,Parviz Karimi Naseri,2001,1388,yes,2,,,Appendix C
TRW_0301,The Breathing Method,شیوه تنفس,Shiveh-ye Tanaffos,The Breathing Method,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0245,جواد یوسف‌بیگ,Javad Yousefbeig,1982,1386,yes,2,,,Appendix C
TRW_0302,Black House,خانه سیاه,Khāneh-ye Siyāh,Black House,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0254,کتایون نصیری‌مجد,Katayoun Nasiri Majd,2001,1386,no,NA,,,Appendix C
TRW_0303,The Gunslinger,تفنگدار,Tofangdār,The Gunslinger,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0254,کتایون نصیری‌مجد,Katayoun Nasiri Majd,2003,1387,yes,multiple,,,Appendix C
TRW_0304,The Drawing of the Three,انتخاب سه در جادویی,Entekhāb-e Se Dar-e Jāduyi,Choice of the Three Magical Doors,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0144,فرانک محمدی,Faranak Mohammadi,1987,1389,yes,multiple,,,Appendix C
TRW_0305,The Shawshank Redemption,رهایی از شاوشنک,Rahāyi az Shāshank,The Shawshank Redemption,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0029,علی کاوسی,Ali Kavousi,1982,1389,no,NA,"این کتاب ترجمه‌ی داستانی تحت عنوان ""The Shawshank Redemption"" از کتاب ""Different seasons"" است.","This book is a translation of ""The Shawshank Redemption"" from ""Different Seasons.""",Appendix C
TRW_0306,"Full Dark, No Stars",تاریکی محض، ستاره‌ای نیست,"Tāriki-ye Mahz, Setāreh-yi Nist","Complete Darkness, There Are No Stars",ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0029,علی کاوسی,Ali Kavousi,2011,1391,yes,multiple,,,Appendix C
TRW_0307,Salem’s Lot‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,سیلمز لات,Seilemz Lāt,Salem's Lot,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0192,غلامحسین اعرابی,Gholamhossein Arabi,1975,1390,no,NA,,,Appendix C
TRW_0308,Carrie,کری,Kari,Carrie,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0095,بهاره ملازم,Bahareh Molazem,1974,1390,no,NA,,,Appendix C
TRW_0309,1408 and other stories,1408 و چند داستان دیگر,1408 va Chand Dāstān-e Digar,1408 and Several Other Stories,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0123,احسان رییسی,Ehsan Raeisi,1999,1390,no,NA,,,Appendix C
TRW_0310,The Waste Lands,سرزمین متروک,Sarzamin-e Matruk,The Waste Lands / The Abandoned Land,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0435,ندا شادنظر,Neda Shadnazar,1991,1392,yes,2,,,Appendix C
TRW_0311,The Drawing of the Three,انتخاب سوم,Entekhāb-e Sevom,The Third Choice,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0435,ندا شادنظر,Neda Shadnazar,1987,1389,yes,2,,,Appendix C
TRW_0312,The Dead Zone‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,منطقه‌ی مرده,Mantaqeh-ye Mordeh,The Dead Zone,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0528,سما قرایی,Sama Gharaei,1979,1393,yes,multiple,,,Appendix C
TRW_0313,The Talisman,طلسم,Telesm,The Talisman / The Spell,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0124,احترام‌السادات نصیری,Ehtehramolsadat Nasiri,1984,1393,no,NA,,,Appendix C
TRW_0314,Doctor Sleep,دکتر اسلیپ,Doktor Slip,Doctor Sleep,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0074,اصغر اندرودی,Asghar Andaroudi,1977,1393,yes,multiple,,,Appendix C
TRW_0315,Insomnia,بی‌خوابی,Bikhābi,Insomnia,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0369,میلاد شالیکاریان,Milad Shalikarian,1994,1394,no,NA,,,Appendix C
TRW_0316,Hearts in Atlantis,دل ها در آتلانتیس,Delhā dar Atlantīs,Hearts in Atlantis,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0349,مستوره خضرایی,Mastoureh Khazraei,1999,1395,no,NA,,,Appendix C
TRW_0317,It: a Novel,آن,Ān,It,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0361,مهرداد سبیانی,Mehrdad Sabiani,1986,1396,no,NA,,,Appendix C
TRW_0318,The Institute: a Novel‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,موسسه,Mo'asseseh,The Institute,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0305,مهتا عافیت‌طلب,Mahta Afiattalab,2019,1398,yes,multiple,,,Appendix C
TRW_0319,1922,زنکش (۱۹۲۲),Zankosh (1922),Wife Killer (1922),ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0389,محمد‌علی مهمان‌نوازان,Mohammadali Mehmannavazan,2010,1398,yes,3,,,Appendix C
TRW_0320,Riding the Bullet,سوار بر گلوله,Savār bar Golluleh,Riding the Bullet,official_translation,FA_0296,Stephen King,استیون کینگ,TR_0052,امیرمحمد جوادی,Amirmohammad Javadi,2000,1398,no,NA,,,Appendix C
TRW_0321,Wizard and Glass,جادوگر و گوی شیشه‌ای,Jādugar va Guy-e Shisheh'i,The Wizard and the Glass Orb,ai_literal_gloss,FA_0296,Stephen King,استیون کینگ,TR_0599,سهیلا الله‌دوستی,Soheila Allahdousti,1997,1399,no,NA,,,Appendix C
TRW_0322,The Metamorphosis,مسخ,Maskh,The Metamorphosis,official_translation,FA_0095,Franz Kafka,فرانتس کافکا,TR_0511; TR_0212,صادق هدایت; حسن قائمیان,Sadegh Hedayat; Hassan Ghaemian,1915,1329,yes,multiple,,,Appendix C
TRW_0323,The Princess and the Goblin,شاهزاده خانم و دیوهای بدجنس,Shāhzādeh Khānom va Divhā-ye Badjens,The Princess and the Evil Goblins,ai_literal_gloss,FA_0102,George MacDonald,جورج مک‌دونالد,TR_0653,زهره مستی,Zohreh Masti,1937,1398,yes,multiple,,,Appendix C
TRW_0324,The Tragedy of Pudd’nhead Wilson,کله پوک,Kalleh Puk,Blockhead / Fool,ai_literal_gloss,FA_0206,Mark Twain,مارک تواین,TR_0156,ف‍ری‍ده‌ ت‍ی‍م‍وری,Farideh Teymouri,1893,NA,no,NA,,,Appendix C
TRW_0325,The Prince and the Pauper,شهرزاد و بینوا,Shahrzād va Binavā,Scheherazade and the Pauper,ai_literal_gloss,FA_0206,Mark Twain,مارک تواین,TR_0377,م‍ح‍م‍د آس‍ی‍م‌,Mohammad Asim,1920,1324,yes,multiple,,,Appendix C
TRW_0326,The Mysterious Stranger,غریبه,Gharibeh,The Stranger,ai_literal_gloss,FA_0206,Mark Twain,مارک تواین,TR_0230; TR_0033,ح‍س‍ی‍ن‍ع‍ل‍ی‌ ت‍ه‍ران‍ی‌; ع‍ل‍ی‌ م‍ن‍ی‍ری,Hosseinali Tehrani; Ali Moniri,1916,1378,no,NA,,,Appendix C
TRW_0327,A Connecticut Yankee in King Arthur's Court,ینگه دنیایی در قصر آرتور شاه,Yengeh Donyāyi dar Ghasr-e Ārtur Shāh,A New Worlder in King Arthur's Palace,ai_literal_gloss,FA_0206,Mark Twain,مارک تواین,TR_0027,ع‍ل‍ی‌ ف‍اطم‍ی‍ان,Ali Fatemian,1889,1379,no,NA,,,Appendix C
TRW_0328,Those Extraordinary Twins,دوقلوهای عجیب,Dogholuhā-ye Ajib,The Strange Twins,ai_literal_gloss,FA_0206,Mark Twain,مارک تواین,TR_0012,احمد قاضی,Ahmad Ghazi,1893,1346,yes,multiple,,,Appendix C
TRW_0329,A Connecticut Yankee in King Arthur's Court,سفر به عصر شوالیه‌ها,Safar be Asr-e Shovāliyeh-hā,Journey to the Age of Knights,ai_literal_gloss,FA_0206,Mark Twain,مارک تواین,TR_0044,امین دادور,Amin Dadvar,1889,1391,no,NA,,,Appendix C
TRW_0330,The Diaries of Adam and Eve,دفتر خاطرات آدم و حوا,Daftar-e Khāterāt-e Ādam va Havvā,The Diaries of Adam and Eve,official_translation,FA_0206,Mark Twain,مارک تواین,TR_0512,سعید بافندی,Saeed Bafandi,1906,1391,no,NA,,,Appendix C
TRW_0331,Tales of Mystery & Imagination,افسانه‌های راز و خیال,Afsāneh-hā-ye Rāz va Khayāl,Tales of Mystery and Imagination,official_translation,FA_0076,Edgar Allan Poe,ادگار آلن پو,TR_0589,ش‍ج‍اع‌ال‍دی‍ن‌ ش‍ف‍ا,Shojaeddin Shafa,1839,1334,yes,multiple,,,Appendix C
TRW_0332,The Narrative of Arthur Gordon Pym of Nantucket,سرگذشت آرتور گوردون پیم,Sargozasht-e Ārtur Gordon Pim,The Narrative of Arthur Gordon Pym,official_translation,FA_0076,Edgar Allan Poe,ادگار آلن پو,TR_0475,پرویز شهیدی,Parviz Shahidi,1838,1378,no,NA,کتاب حاضر از متن فرانسه با عنوان Les aventures s'Arthur Gordon pym به فارسی برگردانده شده است.,"This book was translated into Persian from the French text ""Les Aventures d'Arthur Gordon Pym.""",Appendix C
TRW_0333,The Gold-Bug and Other Tales,ساس طلایی و داستان‌های دیگر,Sās-e Talāyi va Dāstān-hā-ye Digar,The Golden Flea and Other Stories,ai_literal_gloss,FA_0076,Edgar Allan Poe,ادگار آلن پو,TR_0432,ن‍س‍ری‍ن‌ آق‍اب‍اب‍ا,Nasrin Aghababa,1843,1379,yes,multiple,,,Appendix C
TRW_0334,The Masque of the Red Death,نقاب مرگ سرخ و هیجده قصه دیگر,Neghāb-e Marg-e Sorkh va Hejdah Ghesseh-ye Digar,The Mask of the Red Death and Eighteen Other Stories,ai_literal_gloss,FA_0076,Edgar Allan Poe,ادگار آلن پو,TR_0256,کاوه باسمنجی,Kaveh Basmanji,1842,1376,yes,4,,,Appendix C
TRW_0335,The Raven and Other Poems,کلاغ و اشعار دیگر,Kalāgh va Ash'ār-e Digar,The Raven and Other Poems,official_translation,FA_0076,Edgar Allan Poe,ادگار آلن پو,TR_0399,محمدصادق رئیسی,Mohammadsadegh Raeisi,1845,1396,no,NA,,,Appendix C
TRW_0336,The Fall of the House of Usher and Other Writings,خزان خاندان آشر,Khazān-e Khāndān-e Āsher,The Fall of the House of Usher,ai_literal_gloss,FA_0076,Edgar Allan Poe,ادگار آلن پو,TR_0276,لیلا دوستانی,Leila Doustani,1839,1397,no,NA,,,Appendix C
TRW_0337,To Be Read at Dusk,خوانده شده در غروب,Khāndeh Shodeh dar Ghorub,Read at Dusk,official_translation,FA_0038,Charles Dickens,چارلز دیکنز,TR_0405,محسن فراهانی,Mohsen Farahani,1852,1399,no,NA,,,Appendix C
TRW_0338,A Christmas Carol,سرود کریسمس«اسکروج»,Sorud-e Christmas (Scrooge),A Christmas Carol (Scrooge),ai_literal_gloss,FA_0038,Charles Dickens,چارلز دیکنز,TR_0544,سپهری‌نیک,Sepehrinik,1843,1334,yes,multiple,,,Appendix C
