id,work_type,work_id,title_original,title_fa,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,translator_id,translator_en,translator_fa,year_original,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
IFMD_0212,original,OPW_0212,فقط می‌توانم پدر باشم,فقط می‌توانم پدر باشم,Faghat Mitavānam Pedar Bāsham,I Can Only Be a Father,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1388,yes,2,,,Appendix D
IFMD_0213,original,OPW_0213,۷۰ قصه‌ی قد و نیم قد برای کودکان,۷۰ قصه‌ی قد و نیم قد برای کودکان,70 Ghesseh-ye Ghad o Nim-Ghad Barāye Kudakān,70 Tall and Short Stories for Children,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1389,yes,3,,,Appendix D
IFMD_0214,original,OPW_0214,گوشواره‌ای برای موش خوشگله و ۶ قصه‌ی دیگر,گوشواره‌ای برای موش خوشگله و ۶ قصه‌ی دیگر,Gushvāreh-i Barāye Mush Khoshgeleh va 6 Ghesseh-ye Digar,An Earring for the Pretty Mouse and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1390,yes,3,,,Appendix D
IFMD_0215,original,OPW_0215,سه گچ رنگی و ۶ قصه دیگر,سه گچ رنگی و ۶ قصه دیگر,Se Gach-e Rangi va 6 Ghesseh-ye Digar,Three Colored Chalks and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1390,yes,3,,,Appendix D
IFMD_0216,original,OPW_0216,گربه‌ای که پیاده نمی‌شد و ۶ قصه‌ی دیگر,گربه‌ای که پیاده نمی‌شد و ۶ قصه‌ی دیگر,Gorbeh-i ke Piādeh Nemishod va 6 Ghesseh-ye Digar,The Cat That Wouldn't Get Off and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1390,yes,3,,,Appendix D
IFMD_0217,original,OPW_0217,شانه یواشکی خندید و ۶ قصه‌ی دیگر,شانه یواشکی خندید و ۶ قصه‌ی دیگر,Shāneh Yavāshaki Khandid va 6 Ghesseh-ye Digar,The Comb Secretly Laughed and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1390,yes,3,,,Appendix D
IFMD_0218,original,OPW_0218,حمله‌ی غول‌های آهنی و ۶ قصه‌ی دیگر,حمله‌ی غول‌های آهنی و ۶ قصه‌ی دیگر,Hamleh-ye Ghul-hā-ye Āhani va 6 Ghesseh-ye Digar,Attack of the Iron Giants and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1390,yes,3,,,Appendix D
IFMD_0219,original,OPW_0219,مهمانی خانم غازه و ۶قصه‌ی دیگر,مهمانی خانم غازه و ۶قصه‌ی دیگر,Mehmāni-ye Khānom Ghāzeh va 6 Ghesseh-ye Digar,Mrs. Goose's Party and 6 Other Stories,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1390,yes,4,,,Appendix D
IFMD_0220,original,OPW_0220,من و درخت پنیر,من و درخت پنیر,Man va Derakht-e Panir,Me and the Cheese Tree,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1390,yes,3,,,Appendix D
IFMD_0221,original,OPW_0221,تب شصت و چهار درجه‌ی جادوگرخوشگله,تب شصت و چهار درجه‌ی جادوگرخوشگله,Tab-e Shast o Chahār Darajeh-ye Jādugar Khoshgeleh,The Pretty Wizard's Sixty-Four Degree Fever,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1390,yes,2,,,Appendix D
IFMD_0222,original,OPW_0222,فضانورد در کورۀ آجرپزی,فضانورد در کورۀ آجرپزی,Fazānavard dar Kureh-ye Ājorpazi,The Astronaut in the Brick Kiln,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1367,no,NA,,,Appendix D
IFMD_0223,original,OPW_0223,دخترک و آهوی ابریشمی,دخترک و آهوی ابریشمی,Dokhtarak va Āhu-ye Abrishami,The Little Girl and the Silken Deer,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1369,no,NA,,,Appendix D
IFMD_0224,original,OPW_0224,امپراتور سیب‌زمینی چهارم,امپراتور سیب‌زمینی چهارم,Emperātor Sibzamini-ye Chahārom,Emperor Potato IV,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1370,no,NA,,,Appendix D
IFMD_0225,original,OPW_0225,باغ وحش آسمان,باغ وحش آسمان,Bāgh-e Vahsh-e Āsemān,The Sky Zoo,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1370,no,NA,,,Appendix D
IFMD_0226,original,OPW_0226,عینکی برای اژدها,عینکی برای اژدها,Eynaki Barāye Ezhdehā,Glasses for a Dragon,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1375,no,NA,,,Appendix D
IFMD_0227,original,OPW_0227,فانتزی شلغم و عقل,فانتزی شلغم و عقل,Fāntezi-ye Shalgham va Aghl,Turnip and Wisdom: A Fantasy,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1377,yes,2,,,Appendix D
IFMD_0228,original,OPW_0228,س‍ت‍اره‌ ب‍ال‍دار,س‍ت‍اره‌ ب‍ال‍دار,Setāreh-ye Bāldār,The Winged Star,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1369,no,NA,,,Appendix D
IFMD_0229,original,OPW_0229,داس‍ت‍ان‍ک‌ه‍ای‌ ن‍خ‍ودی,داس‍ت‍ان‍ک‌ه‍ای‌ ن‍خ‍ودی,Dāstānak-hā-ye Nokhodi,Little Stories of Nokhodi,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1370,yes,2,,,Appendix D
IFMD_0230,original,OPW_0230,اف‍س‍ان‍ه‌ی‌ درخ‍ت‌ خ‍رم‍ا و ب‍زی,اف‍س‍ان‍ه‌ی‌ درخ‍ت‌ خ‍رم‍ا و ب‍زی,Afsāneh-ye Derakht-e Khormā va Bozi,The Legend of the Date Palm and Bozi,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1383,no,NA,,,Appendix D
IFMD_0231,original,OPW_0231,وح‍ش‍ت‍ن‍اک‍ت‍ری‍ن‌ ح‍ی‍وان‌ دن‍ی‍ا,وح‍ش‍ت‍ن‍اک‍ت‍ری‍ن‌ ح‍ی‍وان‌ دن‍ی‍ا,Vahshatnāktarin Heyvān-e Donyā,The Most Terrifying Animal in the World,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1384,no,NA,ترجمه‌شده از فارسی به فرانسه، م‍ت‍رج‍م‌ ع‍ل‍ی‌ ع‍ب‍اس‍ی,Translated from Persian into French. Translator: Ali Abbasi.,Appendix D
IFMD_0232,original,OPW_0232,آدم کوچک و خواب‌های بزرگ,آدم کوچک و خواب‌های بزرگ,Ādam-e Kuchak va Khāb-hā-ye Bozorg,The Little Person and Big Dreams,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1392,no,NA,,,Appendix D
IFMD_0233,original,OPW_0233,هفت رویای کلاغ,هفت رویای کلاغ,Haft Royā-ye Kalāgh,Seven Dreams of a Crow,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1392,no,NA,,,Appendix D
IFMD_0234,original,OPW_0234,آهنگ تار کولی,آهنگ تار کولی,Āhang-e Tār-e Koli,The Melody of the Gypsy's Tar,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1392,no,NA,,,Appendix D
IFMD_0235,original,OPW_0235,پلنگ و گرگ,پلنگ و گرگ,Palang va Gorg,The Leopard and the Wolf,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1394,no,NA,,,Appendix D
IFMD_0236,original,OPW_0236,گربه و پلنگ,گربه و پلنگ,Gorbeh va Palang,The Cat and the Leopard,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1394,no,NA,,,Appendix D
IFMD_0237,original,OPW_0237,آدم برفی و گل سرخ,آدم برفی و گل سرخ,Ādam Barfi va Gol-e Sorkh,The Snowman and the Red Rose,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1395,no,NA,,,Appendix D
IFMD_0238,original,OPW_0238,بنفشه‌های عمو نوروز,بنفشه‌های عمو نوروز,Banafsheh-hā-ye Amu Nowruz,Uncle Nowruz's Violets,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1395,no,NA,,,Appendix D
IFMD_0239,original,OPW_0239,دیو سیاه و موش سفید,دیو سیاه و موش سفید,Div-e Siyāh va Mush-e Sefid,The Black Demon and the White Mouse,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1396,no,NA,,,Appendix D
IFMD_0240,original,OPW_0240,هویج پالتوپوش,هویج پالتوپوش,Havij-e Pālto-Push,The Coat-Wearing Carrot,ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1396,no,NA,,,Appendix D
IFMD_0241,original,OPW_0241,هفت اسب هفت رنگ,هفت اسب هفت رنگ,"Haft Asb, Haft Rang","Seven Horses, Seven Colors",ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1396,no,NA,,,Appendix D
IFMD_0242,original,OPW_0242,گوش بال بال گوش,گوش بال بال گوش,Gush Bāl Bāl Gush,"Ear, Flap, Flap, Ear",ai_literal_gloss,IA_0011,Fariba Kalhor,فریبا کلهر,NA,NA,NA,NA,1399,no,NA,,,Appendix D
IFMD_0243,original,OPW_0243,سه سوت جادویی,سه سوت جادویی,Se Sut-e Jāduyi,Three Magic Whistles,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1387,yes,2,,,Appendix D
IFMD_0244,original,OPW_0244,من مترسکم ولی می‌ترسم,من مترسکم ولی می‌ترسم,Man Matarsakam Vali Mitarsam,"I'm a Scarecrow, But I'm Afraid",ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1396,yes,2,,,Appendix D
IFMD_0245,original,OPW_0245,خواب یک دوست,خواب یک دوست,Khāb-e Yek Dust,A Friend's Dream,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1394,no,NA,,,Appendix D
IFMD_0246,original,OPW_0246,غول و دوچرخه,غول و دوچرخه,Ghul va Docharkheh,The Giant and the Bicycle,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1387,yes,2,,,Appendix D
IFMD_0247,original,OPW_0247,ازدواج با خورشید,ازدواج با خورشید,Ezdevāj bā Khorshid,Marriage to the Sun,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1396,yes,2,,,Appendix D
IFMD_0248,original,OPW_0248,کرم شلوارپوش,کرم شلوارپوش,Kerm-e Shalvār-Push,The Trouser-Wearing Worm,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1394,no,NA,,,Appendix D
IFMD_0249,original,OPW_0249,مادربزرگ جادویی,مادربزرگ جادویی,Mādarbozorg-e Jāduyi,The Magical Grandmother,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1393,yes,3,,,Appendix D
IFMD_0250,original,OPW_0250,مهمانهای ناخوانده,مهمانهای ناخوانده,Mehmān-hā-ye Nākhāndeh,Uninvited Guests,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1398,no,NA,,,Appendix D
IFMD_0251,original,OPW_0251,قوی ترین موجود دنیا,قوی ترین موجود دنیا,Ghavi-Tarin Mojud-e Donyā,The Strongest Creature in the World,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1390,no,NA,,,Appendix D
IFMD_0252,original,OPW_0252,یک تپلی برای ناهار غول‌ها,یک تپلی برای ناهار غول‌ها,Yek Topoli Barāye Nāhār-e Ghul-hā,A Chubby One for the Giants' Lunch,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1399,no,NA,,,Appendix D
IFMD_0253,original,OPW_0253,شب به‌خیر فرمانده,شب به‌خیر فرمانده,Shab Bekheyr Farmāndeh,"Good Night, Commander",ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1394,yes,3,,,Appendix D
IFMD_0254,original,OPW_0254,به دمم نگاه نکن!,به دمم نگاه نکن!,Be Dommam Negāh Nakon!,Don't Look at My Tail!,ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1398,no,NA,,,Appendix D
IFMD_0255,original,OPW_0255,نامه را باز نکن قارقاری,نامه را باز نکن قارقاری,"Nāmeh rā Bāz Nakon, Ghār Ghāri","Don't Open the Letter, Caw-caw!",ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1398,no,NA,,,Appendix D
IFMD_0256,original,OPW_0256,به فرمان من واق واق واق,به فرمان من واق واق واق,"Be Farmān-e Man, Vāgh Vāgh Vāgh","At My Command: Woof, Woof, Woof!",ai_literal_gloss,IA_0001,Ahmad Akbarpour,احمد اکبرپور,NA,NA,NA,NA,1398,no,NA,,,Appendix D
IFMD_0257,original,OPW_0257,دخ‍ت‍ره‍ای‍ی‌ ب‍ه‌ ک‍وچ‍ک‍ی‌ ی‍ک‌ ان‍گ‍ش‍ت,دخ‍ت‍ره‍ای‍ی‌ ب‍ه‌ ک‍وچ‍ک‍ی‌ ی‍ک‌ ان‍گ‍ش‍ت,Dokhtarhayi be Kuchaki-ye Yek Angosht,Girls as Small as a Thumb,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1369,no,NA,,,Appendix D
IFMD_0258,original,OPW_0258,پ‍س‌ ک‍ی‌ ب‍رف‌ م‍ی‌ب‍ارد؟,پ‍س‌ ک‍ی‌ ب‍رف‌ م‍ی‌ب‍ارد؟,Pas Key Barf Mibārad?,So When Will It Snow?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1370,yes,5,,,Appendix D
IFMD_0259,original,OPW_0259,ن‍ن‍ه‌پ‍وت‍ی‌ پ‍وت‍ی‌ پ‍ن‍ب‍ه‌,ن‍ن‍ه‌پ‍وت‍ی‌ پ‍وت‍ی‌ پ‍ن‍ب‍ه‌,Naneh Puti Puti Panbeh,Granny Puti Puti Cotton,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1372,yes,2,,,Appendix D
IFMD_0260,original,OPW_0260,ه‍زار ت‍ا اس‍ب‌ پ‍ا ک‍وت‍اه‌,ه‍زار ت‍ا اس‍ب‌ پ‍ا ک‍وت‍اه‌,Hezār Tā Asb-e Pā-Kutāh,A Thousand Short-Legged Horses,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1376,no,NA,,,Appendix D
IFMD_0261,original,OPW_0261,ح‍س‍ن‍ی‌ و م‍رغ‌ ت‍خ‍م‌ طلا,ح‍س‍ن‍ی‌ و م‍رغ‌ ت‍خ‍م‌ طلا,Hasani va Morgh-e Tokhm Talā,Hasani and the Golden-Egg Hen,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1378,yes,4,,,Appendix D
IFMD_0262,original,OPW_0262,ح‍س‍ن‍ی‌ و خ‍ان‍م‌ طلا,ح‍س‍ن‍ی‌ و خ‍ان‍م‌ طلا,Hasani va Khānom Talā,Hasani and Lady Tala,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1378,yes,4,,,Appendix D
IFMD_0263,original,OPW_0263,ج‍وراب‌ س‍وراخ‌,ج‍وراب‌ س‍وراخ‌,Jurāb-e Surākh,The Holey Sock,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1382,no,NA,,,Appendix D
IFMD_0264,original,OPW_0264,ف‍ی‍ل‌ ب‍رق‍ی,ف‍ی‍ل‌ ب‍رق‍ی,Fil-e Barghi,The Electric Elephant,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1382,yes,4,,,Appendix D
IFMD_0265,original,OPW_0265,پ‍س‌ ن‍ی‌ن‍ی‌ م‍ا ک‍ج‍اس‍ت‌؟,پ‍س‌ ن‍ی‌ن‍ی‌ م‍ا ک‍ج‍اس‍ت‌؟,Pas Nini-ye Mā Kojāst?,So Where Is Our Baby?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1382,no,NA,,,Appendix D
IFMD_0266,original,OPW_0266,ی‍ک‌ راه‌ دور و دراز,ی‍ک‌ راه‌ دور و دراز,Yek Rāh-e Dur va Derāz,"A Long, Long Road",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1382,no,NA,,,Appendix D
IFMD_0267,original,OPW_0267,ن‍م‍ک‍ی‌ و دی‍و,ن‍م‍ک‍ی‌ و دی‍و,Namaki va Div,Namaki and the Demon,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1383,yes,2,,,Appendix D
IFMD_0268,original,OPW_0268,م‍اه‌ خ‍ال‍ش‌ را از ک‍ج‍ا آورده‌ اس‍ت‌؟,م‍اه‌ خ‍ال‍ش‌ را از ک‍ج‍ا آورده‌ اس‍ت‌؟,Māh Khāl-ash rā az Kojā Āvardeh Ast?,Where Did the Moon Get Its Spot?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1383,yes,3,چاپ دوباره در سال 1393 و 1394,Reprinted in 2014 and 2015 (1393 and 1394).,Appendix D
IFMD_0269,original,OPW_0269,چ‍ی‌؟ ه‍ی‍چ‍ی‌!,چ‍ی‌؟ ه‍ی‍چ‍ی‌!,Chi? Hichi!,What? Nothing!,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1384,no,NA,,,Appendix D
IFMD_0270,original,OPW_0270,زراف‍ه‌ی‌ م‍ن‌ آب‍ی‌ اس‍ت‌,زراف‍ه‌ی‌ م‍ن‌ آب‍ی‌ اس‍ت‌,Zarāfeh-ye Man Ābi Ast,My Giraffe Is Blue,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1384,no,NA,,,Appendix D
IFMD_0271,original,OPW_0271,ق‍ای‍م‌ م‍وش‍ک‌ ف‍ی‍ل‍ی,ق‍ای‍م‌ م‍وش‍ک‌ ف‍ی‍ل‍ی,Ghāyem Mushak-e Fili,Elephant Hide-and-Seek,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1384,no,NA,,,Appendix D
IFMD_0272,original,OPW_0272,س‍ای‍ه‌ای‌ زی‍ر م‍اه,س‍ای‍ه‌ای‌ زی‍ر م‍اه,Sāyeh-i Zir-e Māh,A Shadow Beneath the Moon,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1385,no,NA,,,Appendix D
IFMD_0273,original,OPW_0273,پری چه کسی را با خود برد,پری چه کسی را با خود برد,Pari Che Kasi rā bā Khod Bord,Whom Did the Fairy Take Away?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1385,no,NA,,,Appendix D
IFMD_0274,original,OPW_0274,پ‍ش‍ت‌ آن‌ دی‍وار آب‍ی‌,پ‍ش‍ت‌ آن‌ دی‍وار آب‍ی‌,Posht-e Ān Divār-e Ābi,Behind That Blue Wall,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1385,no,NA,,,Appendix D
IFMD_0275,original,OPW_0275,اس‍ب‌ زی‍ب‍ای‌ م‍ن,اس‍ب‌ زی‍ب‍ای‌ م‍ن,Asb-e Zibā-ye Man,My Beautiful Horse,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1385,no,NA,,,Appendix D
IFMD_0276,original,OPW_0276,با یک گل بهار نمی شود,با یک گل بهار نمی شود,Bā Yek Gol Bahār Nemishavad,One Flower Does Not Make Spring,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1386,yes,11,,,Appendix D
IFMD_0277,original,OPW_0277,کرم سیاه,کرم سیاه,Kerm-e Siyāh,The Black Worm,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1386,no,NA,,,Appendix D
IFMD_0278,original,OPW_0278,۱۰۰۰سال نگاه,۱۰۰۰سال نگاه,Hezār Sāl Negāh,A Thousand Years of Looking,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1386,no,NA,,,Appendix D
IFMD_0279,original,OPW_0279,قایم موشک و قایم مارمولک,قایم موشک و قایم مارمولک,Ghāyem Mushak va Ghāyem Mārmulak,Hide-and-Seek Mouse and Hide-and-Seek Lizard,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1388,no,NA,,,Appendix D
IFMD_0280,original,OPW_0280,دو تا باد یک گردباد,دو تا باد یک گردباد,"Do Tā Bād, Yek Gerdbād","Two Winds, One Tornado",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1389,yes,2,چاپ دوم در سال 1393,Second edition in 2014 (1393).,Appendix D
IFMD_0281,original,OPW_0281,پیشی بیا منو بخور,پیشی بیا منو بخور,Pishi Biā Mano Bokhor,"Kitty, Come Eat Me",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1389,no,NA,,,Appendix D
IFMD_0282,original,OPW_0282,شهر آدمها شهر موشها,شهر آدمها شهر موشها,"Shahr-e Ādamhā, Shahr-e Mushhā","City of Humans, City of Mice",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1389,no,NA,,,Appendix D
IFMD_0283,original,OPW_0283,سنگ,سنگ,Sang,Stone,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1390,no,NA,,,Appendix D
IFMD_0284,original,OPW_0284,درخت,درخت,Derakht,Tree,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1390,no,NA,,,Appendix D
IFMD_0285,original,OPW_0285,قابلمه,قابلمه,Ghāblameh,Cooking Pot,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1390,no,NA,,,Appendix D
IFMD_0286,original,OPW_0286,ستاره‌ها چه کسی هستند؟,ستاره‌ها چه کسی هستند؟,Setāreh-hā Che Kasi Hastand?,Who Are the Stars?,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1390,no,NA,,,Appendix D
IFMD_0287,original,OPW_0287,چوپان دروغ نگو,چوپان دروغ نگو,Chupān Dorugh Nagu,"Shepherd, Don't Lie",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1390,no,NA,,,Appendix D
IFMD_0288,original,OPW_0288,ته ته ته چاه ننه قلی، ننه گلی و لحاف مخملی,ته ته ته چاه ننه قلی، ننه گلی و لحاف مخملی,"Tah-e Tah-e Tah-e Chāh-e Naneh Gholi, Naneh Goli va Lehāf-e Makhmali","Deep, Deep, Deep in the Well: Naneh Gholi, Naneh Goli, and the Velvet Quilt",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1390,no,NA,,,Appendix D
IFMD_0289,original,OPW_0289,قدم یازدهم,قدم یازدهم,Ghadam-e Yāzdahom,The Eleventh Step,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1392,no,NA,,,Appendix D
IFMD_0290,original,OPW_0290,چه حیوان خطرناکی,چه حیوان خطرناکی,Che Heyvān-e Khatarnāki,What a Dangerous Animal!,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1393,no,NA,,,Appendix D
IFMD_0291,original,OPW_0291,بالش کپله,بالش کپله,Bālesh-e Kopoleh,The Chubby Pillow,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1393,no,NA,,,Appendix D
IFMD_0292,original,OPW_0292,سوسکی داره یه بچه تو‌بقچه، توی طاقچه,سوسکی داره یه بچه تو‌بقچه، توی طاقچه,"Suski Dāreh Ye Bacheh Tu Boghcheh, Tu-ye Tāghcheh",Little Beetle Has a Baby in a Bundle on the Shelf,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1393,yes,2,,,Appendix D
IFMD_0293,original,OPW_0293,سوسکی خانم باغچه می‌خواد اطاق با طاقچه می‌خواد,سوسکی خانم باغچه می‌خواد اطاق با طاقچه می‌خواد,"Suski Khānom Bāghcheh Mikhād, Otāgh bā Tāghcheh Mikhād","Lady Beetle Wants a Garden, Wants a Room with a Shelf",ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1393,yes,2,,,Appendix D
IFMD_0294,original,OPW_0294,سوسکی خانم پرداره اگرچه شوهرداره,سوسکی خانم پرداره اگرچه شوهرداره,Suski Khānom Pardāreh Agarcheh Shohar Dāreh,Lady Beetle Has Wings Even Though She Has a Husband,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1393,yes,2,,,Appendix D
IFMD_0295,original,OPW_0295,سوسکی و سیل و بارون موشی توی بیابون,سوسکی و سیل و بارون موشی توی بیابون,Suski va Seil o Bārun-e Mushi Tu-ye Biābun,Beetle and Mouse Rain and Flood in the Desert,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1393,yes,2,,,Appendix D
IFMD_0296,original,OPW_0296,توسرمای زمستون سوسکی و راز پنهون,توسرمای زمستون سوسکی و راز پنهون,"Tu Sarmā-ye Zemestun, Suski va Rāz-e Penhun",In Winter's Cold: Beetle and the Hidden Secret,ai_literal_gloss,IA_0038,Sousan Taghdis,سوسن طاقدیس,NA,NA,NA,NA,1393,yes,2,,,Appendix D
